name,nationality,position,division,opponent,match_date,phase,sets_won,sets_played,points_scored,attack_kills,attack_faults,attack_shots,attack_total,block_kills,block_faults,block_rebounds,block_total,serve_aces,serve_errors,serve_attempts,serve_total,rec_excellents,rec_faults,rec_attempts,rec_total,dig_excellents,dig_faults,dig_attempts,dig_total,set_excellents,set_faults,set_stills,set_total
Karina BARBOSA DE SOUZA,Brazil,Outside Hitter,Women,United States,2022-06-05,Pool,0,3,1,1,1,0,2,0,0,0,0,0,0,3,3,2,2,3,7,0,0,1,1,0,0,0,0
Ana Cristina MENEZES OLIVEIRA DE SOUZA,Brazil,Outside Hitter,Women,United States,2022-06-05,Pool,0,3,7,7,3,4,14,0,0,1,1,0,0,4,4,0,0,0,0,1,0,0,1,0,0,0,0
Natália ARAUJO,Brazil,Libero,Women,United States,2022-06-05,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,10,4,1,0,5,0,0,7,7
Lorena Giovana VIEZEL,Brazil,Middle Blocker,Women,United States,2022-06-05,Pool,0,3,3,1,1,3,5,1,3,4,8,1,0,4,5,0,0,0,0,0,1,0,1,0,0,0,0
Kisy NASCIMENTO,Brazil,Opposite Spiker,Women,United States,2022-06-05,Pool,0,3,5,5,5,10,20,0,2,0,2,0,0,3,3,0,0,0,0,4,1,0,5,0,0,1,1
Julia Isabelle BERGMANN,Brazil,Outside Hitter,Women,United States,2022-06-05,Pool,0,3,7,6,5,5,16,1,4,1,6,0,0,5,5,17,3,9,29,7,1,0,8,0,0,0,0
Mayany Cristina ARAUJO DE SOUZA,Brazil,Middle Blocker,Women,United States,2022-06-05,Pool,0,3,1,1,0,3,4,0,3,3,6,0,1,2,3,0,0,0,0,0,0,0,0,0,0,2,2
Lorenne GERALDO TEIXEIRA,Brazil,Opposite Spiker,Women,United States,2022-06-05,Pool,0,3,1,1,2,1,4,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
Diana DUARTE ALECRIM,Brazil,Middle Blocker,Women,Dominican Republic,2022-06-03,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ana Carolina DA SILVA,Brazil,Middle Blocker,Women,Dominican Republic,2022-06-03,Pool,3,4,11,5,3,7,15,6,7,8,21,0,1,11,12,0,0,0,0,3,0,0,3,0,0,1,1
Priscila ZALEWSKI DAROIT MOREIRA,Brazil,Outside Hitter,Women,Dominican Republic,2022-06-03,Pool,3,4,8,8,0,10,18,0,0,1,1,0,0,14,14,7,3,1,11,5,2,0,7,0,0,0,0
Nyeme Victoria ALEXANDRE COSTA NUNES,Brazil,Libero,Women,Dominican Republic,2022-06-03,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,19,21,5,1,27,0,0,7,7
Macris Fernanda SILVA CARNEIRO,Brazil,Setter,Women,Dominican Republic,2022-06-03,Pool,3,4,1,0,0,2,2,0,3,1,4,1,1,8,10,0,0,0,0,8,1,0,9,26,1,61,88
Roberta Silva RATZKE,Brazil,Setter,Women,Dominican Republic,2022-06-03,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,7,9
Karina BARBOSA DE SOUZA,Brazil,Outside Hitter,Women,Dominican Republic,2022-06-03,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,2,0,0,2,0,0,0,0
Ana Cristina MENEZES OLIVEIRA DE SOUZA,Brazil,Outside Hitter,Women,Dominican Republic,2022-06-03,Pool,3,4,4,3,4,2,9,0,0,0,0,1,0,6,7,3,1,2,6,2,1,0,3,0,0,0,0
Natália ARAUJO,Brazil,Libero,Women,Dominican Republic,2022-06-03,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorena Giovana VIEZEL,Brazil,Middle Blocker,Women,Dominican Republic,2022-06-03,Pool,3,4,7,4,0,5,9,2,4,3,9,1,0,6,7,0,0,0,0,1,0,0,1,0,0,0,0
Kisy NASCIMENTO,Brazil,Opposite Spiker,Women,Dominican Republic,2022-06-03,Pool,3,4,20,18,5,12,35,1,1,2,4,1,1,11,13,0,0,0,0,9,2,0,11,0,0,4,4
Julia Isabelle BERGMANN,Brazil,Outside Hitter,Women,Dominican Republic,2022-06-03,Pool,3,4,13,10,4,15,29,1,3,0,4,2,1,13,16,18,0,5,23,14,4,0,18,0,0,1,1
Mayany Cristina ARAUJO DE SOUZA,Brazil,Middle Blocker,Women,Dominican Republic,2022-06-03,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenne GERALDO TEIXEIRA,Brazil,Opposite Spiker,Women,Dominican Republic,2022-06-03,Pool,3,4,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Diana DUARTE ALECRIM,Brazil,Middle Blocker,Women,Poland,2022-06-02,Pool,3,3,8,6,1,2,9,2,2,2,6,0,1,8,9,0,0,0,0,4,0,0,4,0,0,1,1
Ana Carolina DA SILVA,Brazil,Middle Blocker,Women,Poland,2022-06-02,Pool,3,3,15,5,1,2,8,7,8,4,19,3,2,7,12,0,0,0,0,2,1,0,3,0,0,2,2
Priscila ZALEWSKI DAROIT MOREIRA,Brazil,Outside Hitter,Women,Poland,2022-06-02,Pool,3,3,5,5,4,10,19,0,1,3,4,0,0,12,12,11,1,16,28,7,2,0,9,0,0,0,0
Nyeme Victoria ALEXANDRE COSTA NUNES,Brazil,Libero,Women,Poland,2022-06-02,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,17,9,4,0,13,0,0,10,10
Macris Fernanda SILVA CARNEIRO,Brazil,Setter,Women,Poland,2022-06-02,Pool,3,3,1,0,1,0,1,0,1,0,1,1,1,13,15,0,0,0,0,7,1,0,8,12,0,52,64
Roberta Silva RATZKE,Brazil,Setter,Women,Poland,2022-06-02,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Karina BARBOSA DE SOUZA,Brazil,Outside Hitter,Women,Poland,2022-06-02,Pool,3,3,2,1,0,0,1,0,0,0,0,1,0,9,10,0,0,0,0,1,0,0,1,0,0,2,2
Ana Cristina MENEZES OLIVEIRA DE SOUZA,Brazil,Outside Hitter,Women,Poland,2022-06-02,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natália ARAUJO,Brazil,Libero,Women,Poland,2022-06-02,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorena Giovana VIEZEL,Brazil,Middle Blocker,Women,Poland,2022-06-02,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kisy NASCIMENTO,Brazil,Opposite Spiker,Women,Poland,2022-06-02,Pool,3,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia Isabelle BERGMANN,Brazil,Outside Hitter,Women,Poland,2022-06-02,Pool,3,3,8,8,1,13,22,0,1,2,3,0,0,8,8,5,1,4,10,3,0,2,5,0,0,2,2
Mayany Cristina ARAUJO DE SOUZA,Brazil,Middle Blocker,Women,Poland,2022-06-02,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenne GERALDO TEIXEIRA,Brazil,Opposite Spiker,Women,Poland,2022-06-02,Pool,3,3,9,6,1,17,24,3,0,1,4,0,1,7,8,0,0,0,0,5,3,0,8,0,0,0,0
Diana DUARTE ALECRIM,Brazil,Middle Blocker,Women,Germany,2022-05-31,Pool,3,4,11,7,1,2,10,4,4,5,13,0,0,8,8,0,0,0,0,7,1,0,8,0,0,2,2
Ana Carolina DA SILVA,Brazil,Middle Blocker,Women,Germany,2022-05-31,Pool,3,4,16,9,3,4,16,6,3,6,15,1,1,21,23,0,0,0,0,5,0,1,6,0,0,4,4
Priscila ZALEWSKI DAROIT MOREIRA,Brazil,Outside Hitter,Women,Germany,2022-05-31,Pool,3,4,13,11,3,16,30,1,4,3,8,1,2,20,23,6,1,3,10,9,5,0,14,0,0,2,2
Nyeme Victoria ALEXANDRE COSTA NUNES,Brazil,Libero,Women,Germany,2022-05-31,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,5,17,25,4,2,31,0,0,18,18
Macris Fernanda SILVA CARNEIRO,Brazil,Setter,Women,Germany,2022-05-31,Pool,3,4,1,1,0,0,1,0,0,0,0,0,1,13,14,0,0,1,1,17,1,0,18,23,0,95,118
Roberta Silva RATZKE,Brazil,Setter,Women,Germany,2022-05-31,Pool,3,4,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,9,10
Karina BARBOSA DE SOUZA,Brazil,Outside Hitter,Women,Germany,2022-05-31,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,0,1,0,0,0,0
Ana Cristina MENEZES OLIVEIRA DE SOUZA,Brazil,Outside Hitter,Women,Germany,2022-05-31,Pool,3,4,2,2,0,2,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Natália ARAUJO,Brazil,Libero,Women,Germany,2022-05-31,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorena Giovana VIEZEL,Brazil,Middle Blocker,Women,Germany,2022-05-31,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kisy NASCIMENTO,Brazil,Opposite Spiker,Women,Germany,2022-05-31,Pool,3,4,10,9,1,13,23,1,0,0,1,0,1,4,5,0,0,0,0,4,0,0,4,0,0,2,2
Julia Isabelle BERGMANN,Brazil,Outside Hitter,Women,Germany,2022-05-31,Pool,3,4,19,18,8,22,48,1,4,2,7,0,1,11,12,37,2,21,60,10,3,0,13,0,0,0,0
Mayany Cristina ARAUJO DE SOUZA,Brazil,Middle Blocker,Women,Germany,2022-05-31,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenne GERALDO TEIXEIRA,Brazil,Opposite Spiker,Women,Germany,2022-05-31,Pool,3,4,8,7,4,15,26,0,1,0,1,1,0,10,11,0,0,0,0,2,3,0,5,0,0,1,1
Julia GAMBATTO KUDIESS,Brazil,Middle Blocker,Women,Italy,2022-07-17,Finals (Gold),0,3,1,1,0,4,5,0,2,3,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1
Ana Carolina DA SILVA,Brazil,Middle Blocker,Women,Italy,2022-07-17,Finals (Gold),0,3,8,6,0,2,8,1,6,4,11,1,1,10,12,0,0,0,0,0,1,1,2,0,0,1,1
Priscila ZALEWSKI DAROIT MOREIRA,Brazil,Outside Hitter,Women,Italy,2022-07-17,Finals (Gold),0,3,1,1,1,1,3,0,0,0,0,0,0,5,5,4,1,7,12,1,1,1,3,0,0,0,0
Nyeme Victoria ALEXANDRE COSTA NUNES,Brazil,Libero,Women,Italy,2022-07-17,Finals (Gold),0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,18,32,10,3,6,19,0,0,2,2
Rosamaria MONTIBELLER,Brazil,Outside Hitter,Women,Italy,2022-07-17,Finals (Gold),0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0
Macris Fernanda SILVA CARNEIRO,Brazil,Setter,Women,Italy,2022-07-17,Finals (Gold),0,3,2,1,0,0,1,1,0,1,2,0,0,7,7,0,0,0,0,1,2,1,4,13,0,55,68
Roberta Silva RATZKE,Brazil,Setter,Women,Italy,2022-07-17,Finals (Gold),0,3,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,2,0,0,2,2,0,19,21
Gabriela BRAGA GUIMARAES,Brazil,Outside Hitter,Women,Italy,2022-07-17,Finals (Gold),0,3,11,9,7,10,26,1,0,2,3,1,0,11,12,3,0,3,6,9,2,1,12,0,0,2,2
Ana Cristina MENEZES OLIVEIRA DE SOUZA,Brazil,Outside Hitter,Women,Italy,2022-07-17,Finals (Gold),0,3,6,6,1,4,11,0,1,1,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1
Natália ARAUJO,Brazil,Libero,Women,Italy,2022-07-17,Finals (Gold),0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Lorena Giovana VIEZEL,Brazil,Middle Blocker,Women,Italy,2022-07-17,Finals (Gold),0,3,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0
Kisy NASCIMENTO,Brazil,Opposite Spiker,Women,Italy,2022-07-17,Finals (Gold),0,3,14,12,4,11,27,1,6,1,8,1,0,7,8,0,0,0,0,2,5,0,7,0,0,0,0
Julia Isabelle BERGMANN,Brazil,Outside Hitter,Women,Italy,2022-07-17,Finals (Gold),0,3,3,3,4,6,13,0,1,1,2,0,1,7,8,8,0,5,13,5,3,0,8,0,0,0,0
Lorenne GERALDO TEIXEIRA,Brazil,Opposite Spiker,Women,Italy,2022-07-17,Finals (Gold),0,3,1,1,1,3,5,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia GAMBATTO KUDIESS,Brazil,Middle Blocker,Women,Serbia,2022-07-16,Semifinals,3,4,6,3,1,2,6,3,3,2,8,0,1,6,7,1,0,1,2,1,0,0,1,0,0,2,2
Ana Carolina DA SILVA,Brazil,Middle Blocker,Women,Serbia,2022-07-16,Semifinals,3,4,13,7,2,2,11,6,10,10,26,0,1,17,18,0,0,0,0,2,1,1,4,0,0,3,3
Priscila ZALEWSKI DAROIT MOREIRA,Brazil,Outside Hitter,Women,Serbia,2022-07-16,Semifinals,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyeme Victoria ALEXANDRE COSTA NUNES,Brazil,Libero,Women,Serbia,2022-07-16,Semifinals,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,11,5,1,4,10,0,0,6,6
Rosamaria MONTIBELLER,Brazil,Outside Hitter,Women,Serbia,2022-07-16,Semifinals,3,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Macris Fernanda SILVA CARNEIRO,Brazil,Setter,Women,Serbia,2022-07-16,Semifinals,3,4,1,1,0,2,3,0,4,3,7,0,0,12,12,0,0,0,0,7,4,4,15,24,0,69,93
Roberta Silva RATZKE,Brazil,Setter,Women,Serbia,2022-07-16,Semifinals,3,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,1,0,2,3,0,10,13
Gabriela BRAGA GUIMARAES,Brazil,Outside Hitter,Women,Serbia,2022-07-16,Semifinals,3,4,15,15,5,10,30,0,1,6,7,0,0,17,17,4,0,8,12,7,6,3,16,0,0,3,3
Ana Cristina MENEZES OLIVEIRA DE SOUZA,Brazil,Outside Hitter,Women,Serbia,2022-07-16,Semifinals,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natália ARAUJO,Brazil,Libero,Women,Serbia,2022-07-16,Semifinals,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,11,4,7,2,13,0,0,7,7
Lorena Giovana VIEZEL,Brazil,Middle Blocker,Women,Serbia,2022-07-16,Semifinals,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kisy NASCIMENTO,Brazil,Opposite Spiker,Women,Serbia,2022-07-16,Semifinals,3,4,19,17,5,16,38,1,0,2,3,1,0,11,12,0,0,0,0,9,1,2,12,0,0,1,1
Julia Isabelle BERGMANN,Brazil,Outside Hitter,Women,Serbia,2022-07-16,Semifinals,3,4,16,15,6,15,36,0,4,1,5,1,1,13,15,18,2,25,45,7,4,1,12,0,0,2,2
Lorenne GERALDO TEIXEIRA,Brazil,Opposite Spiker,Women,Serbia,2022-07-16,Semifinals,3,4,1,1,3,2,6,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0
Julia GAMBATTO KUDIESS,Brazil,Middle Blocker,Women,Japan,2022-07-13,Quarterfinals,3,4,5,1,1,4,6,3,3,5,11,1,2,11,14,0,0,0,0,2,0,2,4,0,0,1,1
Ana Carolina DA SILVA,Brazil,Middle Blocker,Women,Japan,2022-07-13,Quarterfinals,3,4,10,6,1,9,16,4,6,13,23,0,1,13,14,0,0,0,0,3,0,2,5,0,0,4,4
Priscila ZALEWSKI DAROIT MOREIRA,Brazil,Outside Hitter,Women,Japan,2022-07-13,Quarterfinals,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyeme Victoria ALEXANDRE COSTA NUNES,Brazil,Libero,Women,Japan,2022-07-13,Quarterfinals,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosamaria MONTIBELLER,Brazil,Outside Hitter,Women,Japan,2022-07-13,Quarterfinals,3,4,1,0,0,0,0,0,0,0,0,1,0,10,11,0,0,0,0,1,0,0,1,0,0,1,1
Macris Fernanda SILVA CARNEIRO,Brazil,Setter,Women,Japan,2022-07-13,Quarterfinals,3,4,4,2,0,1,3,2,4,5,11,0,0,13,13,0,0,0,0,8,3,1,12,31,3,68,102
Roberta Silva RATZKE,Brazil,Setter,Women,Japan,2022-07-13,Quarterfinals,3,4,0,0,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,1,0,1,5,0,9,14
Gabriela BRAGA GUIMARAES,Brazil,Outside Hitter,Women,Japan,2022-07-13,Quarterfinals,3,4,23,22,5,20,47,1,2,3,6,0,1,18,19,11,1,23,35,12,2,2,16,0,0,4,4
Ana Cristina MENEZES OLIVEIRA DE SOUZA,Brazil,Outside Hitter,Women,Japan,2022-07-13,Quarterfinals,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natália ARAUJO,Brazil,Libero,Women,Japan,2022-07-13,Quarterfinals,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,12,17,17,7,3,27,0,0,8,8
Lorena Giovana VIEZEL,Brazil,Middle Blocker,Women,Japan,2022-07-13,Quarterfinals,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kisy NASCIMENTO,Brazil,Opposite Spiker,Women,Japan,2022-07-13,Quarterfinals,3,4,20,16,4,16,36,4,3,1,8,0,3,5,8,0,0,1,1,4,4,2,10,0,0,1,1
Julia Isabelle BERGMANN,Brazil,Outside Hitter,Women,Japan,2022-07-13,Quarterfinals,3,4,17,14,4,12,30,2,1,1,4,1,2,13,16,5,3,22,30,12,3,1,16,0,0,0,0
Lorenne GERALDO TEIXEIRA,Brazil,Opposite Spiker,Women,Japan,2022-07-13,Quarterfinals,3,4,3,3,0,4,7,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
Julia GAMBATTO KUDIESS,Brazil,Middle Blocker,Women,Thailand,2022-07-02,Pool,3,4,12,10,1,6,17,2,4,2,8,0,0,12,12,0,0,0,0,3,2,1,6,0,0,0,0
Ana Carolina DA SILVA,Brazil,Middle Blocker,Women,Thailand,2022-07-02,Pool,3,4,16,12,2,5,19,4,8,2,14,0,1,15,16,0,0,0,0,1,0,0,1,0,0,0,0
Priscila ZALEWSKI DAROIT MOREIRA,Brazil,Outside Hitter,Women,Thailand,2022-07-02,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyeme Victoria ALEXANDRE COSTA NUNES,Brazil,Libero,Women,Thailand,2022-07-02,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosamaria MONTIBELLER,Brazil,Outside Hitter,Women,Thailand,2022-07-02,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Macris Fernanda SILVA CARNEIRO,Brazil,Setter,Women,Thailand,2022-07-02,Pool,3,4,0,0,0,0,0,0,0,1,1,0,0,8,8,0,0,0,0,2,0,0,2,5,2,73,80
Roberta Silva RATZKE,Brazil,Setter,Women,Thailand,2022-07-02,Pool,3,4,0,0,0,0,0,0,1,3,4,0,1,7,8,0,0,0,0,2,0,1,3,5,0,45,50
Gabriela BRAGA GUIMARAES,Brazil,Outside Hitter,Women,Thailand,2022-07-02,Pool,3,4,14,14,4,16,34,0,7,1,8,0,1,21,22,13,0,23,36,8,6,4,18,0,0,1,1
Natália ARAUJO,Brazil,Libero,Women,Thailand,2022-07-02,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,19,13,3,1,17,0,0,4,4
Lorena Giovana VIEZEL,Brazil,Middle Blocker,Women,Thailand,2022-07-02,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kisy NASCIMENTO,Brazil,Opposite Spiker,Women,Thailand,2022-07-02,Pool,3,4,11,9,4,14,27,2,5,1,8,0,1,12,13,0,0,0,0,9,1,0,10,0,0,0,0
Julia Isabelle BERGMANN,Brazil,Outside Hitter,Women,Thailand,2022-07-02,Pool,3,4,17,15,6,19,40,1,1,1,3,1,0,17,18,4,1,20,25,11,2,2,15,0,0,0,0
Mayany Cristina ARAUJO DE SOUZA,Brazil,Middle Blocker,Women,Thailand,2022-07-02,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorrayna DA SILVA,Brazil,Opposite Spiker,Women,Thailand,2022-07-02,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia GAMBATTO KUDIESS,Brazil,Middle Blocker,Women,Bulgaria,2022-07-01,Pool,3,3,11,8,1,0,9,3,2,1,6,0,1,9,10,0,0,0,0,3,0,0,3,0,0,2,2
Ana Carolina DA SILVA,Brazil,Middle Blocker,Women,Bulgaria,2022-07-01,Pool,3,3,8,5,0,4,9,2,4,4,10,1,1,16,18,0,0,0,0,1,0,1,2,0,0,2,2
Priscila ZALEWSKI DAROIT MOREIRA,Brazil,Outside Hitter,Women,Bulgaria,2022-07-01,Pool,3,3,7,5,5,7,17,2,3,2,7,0,3,3,6,4,1,21,26,7,2,0,9,0,0,1,1
Nyeme Victoria ALEXANDRE COSTA NUNES,Brazil,Libero,Women,Bulgaria,2022-07-01,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Rosamaria MONTIBELLER,Brazil,Outside Hitter,Women,Bulgaria,2022-07-01,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macris Fernanda SILVA CARNEIRO,Brazil,Setter,Women,Bulgaria,2022-07-01,Pool,3,3,4,2,0,0,2,2,3,2,7,0,1,11,12,0,1,0,1,4,0,1,5,4,0,65,69
Roberta Silva RATZKE,Brazil,Setter,Women,Bulgaria,2022-07-01,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,1,1,0,4,5
Gabriela BRAGA GUIMARAES,Brazil,Outside Hitter,Women,Bulgaria,2022-07-01,Pool,3,3,12,12,4,11,27,0,2,1,3,0,1,8,9,3,2,12,17,6,1,0,7,0,0,0,0
Natália ARAUJO,Brazil,Libero,Women,Bulgaria,2022-07-01,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,8,1,0,9,0,0,3,3
Lorena Giovana VIEZEL,Brazil,Middle Blocker,Women,Bulgaria,2022-07-01,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kisy NASCIMENTO,Brazil,Opposite Spiker,Women,Bulgaria,2022-07-01,Pool,3,3,8,5,3,9,17,2,2,4,8,1,1,7,9,0,0,0,0,3,2,1,6,1,0,1,2
Julia Isabelle BERGMANN,Brazil,Outside Hitter,Women,Bulgaria,2022-07-01,Pool,3,3,4,3,1,1,5,0,0,0,0,1,1,3,5,0,0,3,3,1,0,0,1,0,0,0,0
Mayany Cristina ARAUJO DE SOUZA,Brazil,Middle Blocker,Women,Bulgaria,2022-07-01,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorrayna DA SILVA,Brazil,Opposite Spiker,Women,Bulgaria,2022-07-01,Pool,3,3,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Julia GAMBATTO KUDIESS,Brazil,Middle Blocker,Women,Korea,2022-06-30,Pool,3,3,10,7,0,3,10,2,4,4,10,1,0,8,9,0,0,0,0,5,0,0,5,2,0,0,2
Ana Carolina DA SILVA,Brazil,Middle Blocker,Women,Korea,2022-06-30,Pool,3,3,6,1,0,3,4,2,1,0,3,3,0,12,15,0,0,0,0,0,0,0,0,1,0,0,1
Priscila ZALEWSKI DAROIT MOREIRA,Brazil,Outside Hitter,Women,Korea,2022-06-30,Pool,3,3,8,7,1,4,12,1,1,2,4,0,0,3,3,2,1,3,6,3,1,0,4,1,0,0,1
Nyeme Victoria ALEXANDRE COSTA NUNES,Brazil,Libero,Women,Korea,2022-06-30,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,1,0,0,1,1,0,0,1
Rosamaria MONTIBELLER,Brazil,Outside Hitter,Women,Korea,2022-06-30,Pool,3,3,2,2,0,3,5,0,0,0,0,0,0,6,6,1,0,3,4,2,1,1,4,0,0,0,0
Macris Fernanda SILVA CARNEIRO,Brazil,Setter,Women,Korea,2022-06-30,Pool,3,3,1,0,1,0,1,1,0,0,1,0,0,4,4,0,0,0,0,2,0,1,3,31,0,0,31
Roberta Silva RATZKE,Brazil,Setter,Women,Korea,2022-06-30,Pool,3,3,0,0,0,0,0,0,0,2,2,0,0,6,6,0,0,0,0,0,1,0,1,35,1,0,36
Gabriela BRAGA GUIMARAES,Brazil,Outside Hitter,Women,Korea,2022-06-30,Pool,3,3,0,0,1,1,2,0,4,3,7,0,0,3,3,3,0,4,7,3,1,2,6,2,0,0,2
Natália ARAUJO,Brazil,Libero,Women,Korea,2022-06-30,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,8,7,3,0,10,3,1,0,4
Lorena Giovana VIEZEL,Brazil,Middle Blocker,Women,Korea,2022-06-30,Pool,3,3,4,3,0,2,5,1,1,1,3,0,1,2,3,0,0,0,0,1,1,0,2,0,0,0,0
Kisy NASCIMENTO,Brazil,Opposite Spiker,Women,Korea,2022-06-30,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia Isabelle BERGMANN,Brazil,Outside Hitter,Women,Korea,2022-06-30,Pool,3,3,16,11,3,8,22,5,1,0,6,0,0,7,7,1,1,12,14,1,0,1,2,0,0,0,0
Mayany Cristina ARAUJO DE SOUZA,Brazil,Middle Blocker,Women,Korea,2022-06-30,Pool,3,3,3,1,1,1,3,2,3,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
