first_name,last_name,nationality,position,opponent,match_date,points_scored,attack_kills,attack_faults,attack_shots,block_kills,block_faults,block_rebounds,serve_aces,serve_errors,serve_attempts,rec_excellents,rec_faults,rec_attempts,dig_excellents,dig_faults,dig_attempts,set_excellents,set_faults,set_stills
Elise,Van Sas,Belgium,Setter,Japan,03/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Elise,Van Sas,Belgium,Setter,Netherlands,01/07/2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elise,Van Sas,Belgium,Setter,Germany,30/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elise,Van Sas,Belgium,Setter,United States,30/06/2022,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,11
Elise,Van Sas,Belgium,Setter,Türkiye,05/06/2022,0,0,0,1,0,2,2,0,0,1,0,0,0,2,0,1,7,1,14
Elise,Van Sas,Belgium,Setter,Thailand,04/06/2022,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Elise,Van Sas,Belgium,Setter,Italy,02/06/2022,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,14
Elise,Van Sas,Belgium,Setter,Serbia,01/06/2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Britt,Herbots,Belgium,Outside Hitter,Japan,03/07/2022,29,29,3,35,0,2,1,0,3,14,8,0,7,11,1,0,0,0,7
Britt,Herbots,Belgium,Outside Hitter,Netherlands,01/07/2022,31,28,11,47,1,3,0,2,2,12,16,1,19,6,1,0,0,1,4
Britt,Herbots,Belgium,Outside Hitter,Germany,30/06/2022,34,33,6,43,1,2,1,0,1,13,2,0,9,8,2,0,0,0,6
Britt,Herbots,Belgium,Outside Hitter,United States,30/06/2022,18,16,5,16,1,4,0,1,0,11,5,0,8,2,3,0,0,0,3
Britt,Herbots,Belgium,Outside Hitter,Bulgaria,19/06/2022,26,23,11,50,3,4,5,0,3,21,7,1,27,12,3,1,0,0,2
Britt,Herbots,Belgium,Outside Hitter,Poland,18/06/2022,33,33,8,43,0,0,6,0,2,14,4,1,9,7,0,1,1,0,2
Britt,Herbots,Belgium,Outside Hitter,Canada,16/06/2022,29,24,4,31,4,1,2,1,0,11,1,0,7,7,5,0,0,0,1
Britt,Herbots,Belgium,Outside Hitter,China,15/06/2022,6,5,4,2,0,0,0,1,0,4,0,0,0,0,1,0,0,0,1
Britt,Herbots,Belgium,Outside Hitter,Türkiye,05/06/2022,20,18,9,32,1,1,2,1,1,12,6,0,20,11,2,2,0,0,2
Britt,Herbots,Belgium,Outside Hitter,Thailand,04/06/2022,23,22,10,34,1,3,5,0,1,21,4,0,15,14,4,1,0,0,3
Britt,Herbots,Belgium,Outside Hitter,Italy,02/06/2022,26,24,6,25,2,4,1,0,4,10,2,1,23,7,4,1,0,0,1
Britt,Herbots,Belgium,Outside Hitter,Serbia,01/06/2022,31,27,6,42,1,3,4,3,2,10,5,1,18,4,1,1,0,0,2
Nathalie,Lemmens,Belgium,Middle blocker,Japan,03/07/2022,8,6,2,3,2,9,4,0,0,16,0,0,0,2,0,0,0,0,2
Nathalie,Lemmens,Belgium,Middle blocker,Netherlands,01/07/2022,2,0,0,5,2,3,3,0,1,11,0,0,0,0,1,0,0,0,1
Nathalie,Lemmens,Belgium,Middle blocker,Germany,30/06/2022,6,5,1,4,1,5,1,0,2,8,0,0,0,3,1,0,0,0,1
Nathalie,Lemmens,Belgium,Middle blocker,United States,30/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathalie,Lemmens,Belgium,Middle blocker,Bulgaria,19/06/2022,8,5,3,4,3,1,7,0,1,8,0,0,0,1,0,0,0,0,6
Nathalie,Lemmens,Belgium,Middle blocker,Poland,18/06/2022,8,6,0,5,2,4,4,0,1,15,0,0,1,3,1,0,0,0,2
Nathalie,Lemmens,Belgium,Middle blocker,Canada,16/06/2022,2,1,1,4,0,3,5,1,0,18,0,0,0,3,0,0,0,0,2
Nathalie,Lemmens,Belgium,Middle blocker,China,15/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathalie,Lemmens,Belgium,Middle blocker,Türkiye,05/06/2022,9,5,0,6,2,6,9,2,0,10,0,0,0,2,0,2,1,0,2
Nathalie,Lemmens,Belgium,Middle blocker,Thailand,04/06/2022,10,10,0,1,0,8,7,0,1,10,0,0,0,2,1,0,0,0,2
Nathalie,Lemmens,Belgium,Middle blocker,Italy,02/06/2022,8,4,2,4,4,3,8,0,1,9,0,0,0,2,2,1,0,0,3
Nathalie,Lemmens,Belgium,Middle blocker,Serbia,01/06/2022,2,1,0,2,1,3,4,0,0,4,0,0,0,0,1,0,0,0,2
Jodie,Guilliams,Belgium,Outside Hitter,Japan,03/07/2022,3,3,5,10,0,2,1,0,0,6,12,0,12,5,1,1,0,0,1
Jodie,Guilliams,Belgium,Outside Hitter,Netherlands,01/07/2022,13,12,4,16,1,1,2,0,2,12,14,3,25,16,1,1,0,0,3
Jodie,Guilliams,Belgium,Outside Hitter,Germany,30/06/2022,8,8,2,8,0,1,0,0,2,15,9,2,16,12,1,0,0,0,4
Jodie,Guilliams,Belgium,Outside Hitter,United States,30/06/2022,6,4,4,14,0,3,0,2,0,8,7,0,17,2,0,0,0,0,0
Jodie,Guilliams,Belgium,Outside Hitter,Bulgaria,19/06/2022,6,5,8,10,0,2,2,1,1,13,7,0,29,10,4,3,1,0,3
Jodie,Guilliams,Belgium,Outside Hitter,Poland,18/06/2022,3,3,5,4,0,4,0,0,1,12,4,2,17,15,4,0,0,0,3
Jodie,Guilliams,Belgium,Outside Hitter,Canada,16/06/2022,7,5,2,10,1,3,4,1,1,9,4,1,13,6,3,0,0,0,1
Jodie,Guilliams,Belgium,Outside Hitter,China,15/06/2022,7,7,3,9,0,1,2,0,1,11,5,1,10,4,3,1,0,0,2
Celine,Van Gestel,Belgium,Outside Hitter,Japan,03/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celine,Van Gestel,Belgium,Outside Hitter,Netherlands,01/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celine,Van Gestel,Belgium,Outside Hitter,Germany,30/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celine,Van Gestel,Belgium,Outside Hitter,United States,30/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celine,Van Gestel,Belgium,Outside Hitter,Bulgaria,19/06/2022,0,0,0,3,0,1,2,0,0,4,2,0,6,7,4,0,0,0,0
Celine,Van Gestel,Belgium,Outside Hitter,Poland,18/06/2022,7,5,3,17,1,5,4,1,0,19,2,0,14,11,0,0,0,0,6
Celine,Van Gestel,Belgium,Outside Hitter,Canada,16/06/2022,16,12,2,8,2,4,1,2,1,16,4,1,24,11,7,0,0,0,3
Celine,Van Gestel,Belgium,Outside Hitter,China,15/06/2022,11,10,5,13,0,0,1,1,2,5,7,1,36,8,0,0,0,0,1
Celine,Van Gestel,Belgium,Outside Hitter,Türkiye,05/06/2022,9,8,9,14,1,0,3,0,1,9,8,1,17,15,3,5,0,0,3
Celine,Van Gestel,Belgium,Outside Hitter,Thailand,04/06/2022,13,12,3,29,1,3,5,0,0,12,11,1,22,24,3,1,0,1,2
Celine,Van Gestel,Belgium,Outside Hitter,Italy,02/06/2022,9,8,7,17,1,2,1,0,1,14,10,2,20,6,5,1,0,0,0
Celine,Van Gestel,Belgium,Outside Hitter,Serbia,01/06/2022,9,8,6,21,0,4,4,1,1,14,5,1,24,10,3,5,0,0,3
Nel,Demeyer,Belgium,Libero,Japan,03/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nel,Demeyer,Belgium,Libero,Netherlands,01/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,0,0,0,7
Nel,Demeyer,Belgium,Libero,Germany,30/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,2
Nel,Demeyer,Belgium,Libero,United States,30/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4
Nel,Demeyer,Belgium,Libero,Bulgaria,19/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3,4,0,0,6
Nel,Demeyer,Belgium,Libero,Poland,18/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,1,4
Nel,Demeyer,Belgium,Libero,Türkiye,05/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nel,Demeyer,Belgium,Libero,Thailand,04/06/2022,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0
Nel,Demeyer,Belgium,Libero,Italy,02/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nel,Demeyer,Belgium,Libero,Serbia,01/06/2022,0,0,0,0,0,0,0,0,0,0,1,1,5,5,4,1,0,0,3
Pauline,Martin,Belgium,Opposite spiker,Japan,03/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauline,Martin,Belgium,Opposite spiker,Netherlands,01/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauline,Martin,Belgium,Opposite spiker,Germany,30/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauline,Martin,Belgium,Opposite spiker,United States,30/06/2022,5,5,4,6,0,2,1,0,2,2,0,0,0,4,0,1,0,0,0
Pauline,Martin,Belgium,Opposite spiker,Bulgaria,19/06/2022,5,4,3,2,0,0,2,1,0,4,0,0,0,5,1,0,0,0,2
Pauline,Martin,Belgium,Opposite spiker,Poland,18/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauline,Martin,Belgium,Opposite spiker,Canada,16/06/2022,4,2,3,0,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0
Pauline,Martin,Belgium,Opposite spiker,China,15/06/2022,11,11,4,8,0,0,1,0,1,5,0,0,0,5,2,0,0,0,2
Pauline,Martin,Belgium,Opposite spiker,Türkiye,05/06/2022,13,12,3,10,1,1,1,0,2,7,0,0,0,3,4,1,0,0,1
Pauline,Martin,Belgium,Opposite spiker,Thailand,04/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauline,Martin,Belgium,Opposite spiker,Italy,02/06/2022,11,9,4,10,0,1,2,2,1,13,0,0,0,4,2,3,1,1,1
Pauline,Martin,Belgium,Opposite spiker,Serbia,01/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stien,Goris,Belgium,Outside Hitter,Bulgaria,19/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stien,Goris,Belgium,Outside Hitter,Poland,18/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stien,Goris,Belgium,Outside Hitter,Canada,16/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stien,Goris,Belgium,Outside Hitter,China,15/06/2022,4,4,1,5,0,3,4,0,1,6,0,0,0,3,4,0,0,0,1
Stien,Goris,Belgium,Outside Hitter,Türkiye,05/06/2022,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1
Stien,Goris,Belgium,Outside Hitter,Thailand,04/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stien,Goris,Belgium,Outside Hitter,Italy,02/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stien,Goris,Belgium,Outside Hitter,Serbia,01/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte,Krenicky,Belgium,Setter,Japan,03/07/2022,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
Charlotte,Krenicky,Belgium,Setter,Netherlands,01/07/2022,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,13
Charlotte,Krenicky,Belgium,Setter,Germany,30/06/2022,1,1,0,1,0,1,0,0,1,2,0,0,0,2,1,0,1,0,39
Charlotte,Krenicky,Belgium,Setter,United States,30/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte,Krenicky,Belgium,Setter,Bulgaria,19/06/2022,3,1,0,1,1,1,6,1,2,6,0,0,0,6,2,2,10,1,47
Charlotte,Krenicky,Belgium,Setter,Poland,18/06/2022,1,1,0,0,0,4,3,0,0,9,0,0,0,9,2,1,13,0,66
Charlotte,Krenicky,Belgium,Setter,Canada,16/06/2022,1,1,0,0,0,1,1,0,0,4,0,0,0,1,1,0,2,0,26
Charlotte,Krenicky,Belgium,Setter,China,15/06/2022,1,1,0,0,0,0,0,0,0,6,0,0,0,10,0,1,11,2,45
Charlotte,Krenicky,Belgium,Setter,Türkiye,05/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte,Krenicky,Belgium,Setter,Thailand,04/06/2022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Charlotte,Krenicky,Belgium,Setter,Italy,02/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte,Krenicky,Belgium,Setter,Serbia,01/06/2022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Marlies,Janssens,Belgium,Middle blocker,Japan,03/07/2022,11,7,2,16,4,7,3,0,3,10,0,0,0,3,0,0,0,0,2
Marlies,Janssens,Belgium,Middle blocker,Netherlands,01/07/2022,13,8,1,8,4,3,6,1,2,8,0,0,0,2,0,0,0,0,2
Marlies,Janssens,Belgium,Middle blocker,Germany,30/06/2022,11,6,1,6,3,2,1,2,2,10,0,0,1,3,0,0,0,0,3
Marlies,Janssens,Belgium,Middle blocker,United States,30/06/2022,7,4,3,7,2,1,1,1,3,6,1,0,0,2,1,0,0,0,1
Marlies,Janssens,Belgium,Middle blocker,Bulgaria,19/06/2022,10,8,0,8,1,2,5,1,5,10,0,0,0,5,0,0,0,0,0
Marlies,Janssens,Belgium,Middle blocker,Poland,18/06/2022,12,6,4,7,5,6,7,1,2,10,0,0,0,7,3,0,1,0,0
Marlies,Janssens,Belgium,Middle blocker,Canada,16/06/2022,8,5,3,4,3,3,1,0,2,9,0,0,0,1,0,1,2,0,6
Marlies,Janssens,Belgium,Middle blocker,China,15/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlies,Janssens,Belgium,Middle blocker,Türkiye,05/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlies,Janssens,Belgium,Middle blocker,Thailand,04/06/2022,14,9,3,4,4,4,9,1,2,11,0,0,0,4,2,0,0,0,1
Marlies,Janssens,Belgium,Middle blocker,Italy,02/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlies,Janssens,Belgium,Middle blocker,Serbia,01/06/2022,17,10,0,14,6,1,3,1,1,11,0,0,1,1,1,1,0,0,3
Jutta,Van De Vyver,Belgium,Setter,Japan,03/07/2022,3,1,0,1,0,1,2,2,2,10,0,0,0,11,0,0,9,0,117
Jutta,Van De Vyver,Belgium,Setter,Netherlands,01/07/2022,1,1,0,1,0,0,1,0,2,16,0,0,1,14,5,0,5,0,127
Jutta,Van De Vyver,Belgium,Setter,Germany,30/06/2022,0,0,0,4,0,2,0,0,0,10,0,0,1,2,1,0,6,1,82
Jutta,Van De Vyver,Belgium,Setter,United States,30/06/2022,2,1,0,0,1,0,0,0,0,8,0,0,1,7,2,0,0,1,81
Jutta,Van De Vyver,Belgium,Setter,Bulgaria,19/06/2022,4,2,0,0,0,0,2,2,1,10,0,0,0,11,1,0,19,1,70
Jutta,Van De Vyver,Belgium,Setter,Poland,18/06/2022,0,0,0,2,0,1,0,0,0,4,0,0,0,5,3,0,8,0,47
Jutta,Van De Vyver,Belgium,Setter,Canada,16/06/2022,1,0,0,1,1,0,0,0,2,12,0,0,0,9,3,3,4,2,57
Jutta,Van De Vyver,Belgium,Setter,China,15/06/2022,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,1,6,1,21
Jutta,Van De Vyver,Belgium,Setter,Türkiye,05/06/2022,1,0,0,0,0,1,1,1,2,14,0,0,0,5,1,3,38,1,56
Jutta,Van De Vyver,Belgium,Setter,Thailand,04/06/2022,3,2,0,2,0,2,2,1,2,19,0,0,1,11,2,4,43,2,93
Jutta,Van De Vyver,Belgium,Setter,Italy,02/06/2022,1,0,0,1,0,3,2,1,2,11,0,0,0,8,0,1,7,1,95
Jutta,Van De Vyver,Belgium,Setter,Serbia,01/06/2022,0,0,0,1,0,1,4,0,1,12,0,0,0,5,2,2,27,1,106
Britt,Rampelberg,Belgium,Libero,Japan,03/07/2022,0,0,0,0,0,0,1,0,0,0,9,0,7,15,2,0,0,0,5
Britt,Rampelberg,Belgium,Libero,Netherlands,01/07/2022,0,0,0,0,0,0,0,0,0,0,4,0,4,14,1,0,0,0,7
Britt,Rampelberg,Belgium,Libero,Germany,30/06/2022,0,0,0,0,0,0,0,0,0,0,14,2,26,14,3,1,0,0,9
Britt,Rampelberg,Belgium,Libero,United States,30/06/2022,0,0,0,0,0,0,0,0,0,0,9,2,16,5,1,0,0,0,4
Britt,Rampelberg,Belgium,Libero,Bulgaria,19/06/2022,0,0,0,0,0,0,0,0,0,0,3,0,14,7,1,1,0,1,6
Britt,Rampelberg,Belgium,Libero,Poland,18/06/2022,0,0,0,0,0,0,0,0,0,0,5,3,29,13,3,1,0,0,11
Britt,Rampelberg,Belgium,Libero,Canada,16/06/2022,0,0,0,0,0,0,0,0,0,0,6,2,19,7,9,1,0,0,12
Britt,Rampelberg,Belgium,Libero,China,15/06/2022,0,0,0,0,0,0,0,0,0,0,4,0,5,13,6,1,0,0,10
Britt,Rampelberg,Belgium,Libero,Türkiye,05/06/2022,0,0,0,0,0,0,0,0,0,0,5,1,21,12,1,1,0,0,9
Britt,Rampelberg,Belgium,Libero,Thailand,04/06/2022,0,0,0,0,0,0,0,0,0,0,9,1,27,11,7,2,1,0,12
Britt,Rampelberg,Belgium,Libero,Italy,02/06/2022,0,0,0,0,0,0,0,0,0,0,6,1,17,9,4,2,0,0,5
Britt,Rampelberg,Belgium,Libero,Serbia,01/06/2022,0,0,0,0,0,0,0,0,0,0,3,0,11,7,1,0,0,0,3
Silke,Van Avermaet,Belgium,Middle blocker,Japan,03/07/2022,8,6,0,12,2,3,0,0,0,8,0,0,0,4,2,0,0,0,0
Silke,Van Avermaet,Belgium,Middle blocker,Netherlands,01/07/2022,12,11,3,9,1,2,3,0,0,12,0,0,0,11,2,0,0,0,3
Silke,Van Avermaet,Belgium,Middle blocker,Germany,30/06/2022,9,8,0,15,0,2,0,1,2,13,0,0,0,11,4,0,0,0,1
Silke,Van Avermaet,Belgium,Middle blocker,United States,30/06/2022,7,6,0,7,1,2,0,0,1,8,0,0,1,2,0,0,0,0,0
Silke,Van Avermaet,Belgium,Middle blocker,Bulgaria,19/06/2022,13,9,3,14,3,8,8,1,1,6,0,0,0,9,1,2,0,0,1
Silke,Van Avermaet,Belgium,Middle blocker,Poland,18/06/2022,5,4,0,3,0,3,5,1,1,2,0,0,0,1,0,0,0,0,0
Silke,Van Avermaet,Belgium,Middle blocker,Türkiye,05/06/2022,7,6,1,7,1,2,4,0,2,11,1,0,0,6,0,1,1,1,1
Silke,Van Avermaet,Belgium,Middle blocker,Thailand,04/06/2022,16,11,3,8,2,1,6,3,1,15,0,0,0,6,1,4,1,0,2
Silke,Van Avermaet,Belgium,Middle blocker,Italy,02/06/2022,10,7,3,9,2,8,4,1,0,12,0,0,1,1,1,0,0,0,0
Silke,Van Avermaet,Belgium,Middle blocker,Serbia,01/06/2022,3,3,1,14,0,5,4,0,1,8,0,0,0,3,0,0,0,0,0
Manon,Stragier,Belgium,Outside Hitter,Japan,03/07/2022,12,7,0,9,2,2,2,3,1,13,17,3,11,9,3,0,0,0,1
Manon,Stragier,Belgium,Outside Hitter,Netherlands,01/07/2022,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,1,0
Manon,Stragier,Belgium,Outside Hitter,Germany,30/06/2022,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Manon,Stragier,Belgium,Outside Hitter,United States,30/06/2022,0,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1
Manon,Stragier,Belgium,Outside Hitter,Bulgaria,19/06/2022,1,0,0,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0
Manon,Stragier,Belgium,Outside Hitter,Poland,18/06/2022,2,0,0,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0
Manon,Stragier,Belgium,Outside Hitter,Türkiye,05/06/2022,0,0,0,0,0,0,0,0,1,4,0,0,0,2,2,1,0,0,0
Manon,Stragier,Belgium,Outside Hitter,Thailand,04/06/2022,1,0,1,1,0,1,2,1,1,4,0,0,2,5,2,1,0,0,1
Manon,Stragier,Belgium,Outside Hitter,Italy,02/06/2022,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
Manon,Stragier,Belgium,Outside Hitter,Serbia,01/06/2022,5,4,1,6,1,1,2,0,2,9,3,0,5,0,1,0,0,0,0
Anna,Koulberg,Belgium,Middle blocker,Japan,03/07/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Anna,Koulberg,Belgium,Middle blocker,Netherlands,01/07/2022,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
Anna,Koulberg,Belgium,Middle blocker,Germany,30/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna,Koulberg,Belgium,Middle blocker,United States,30/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna,Koulberg,Belgium,Middle blocker,Bulgaria,19/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna,Koulberg,Belgium,Middle blocker,Poland,18/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna,Koulberg,Belgium,Middle blocker,Canada,16/06/2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anna,Koulberg,Belgium,Middle blocker,China,15/06/2022,6,6,2,3,0,1,2,0,1,8,0,0,1,1,2,0,0,0,0
Anna,Koulberg,Belgium,Middle blocker,Türkiye,05/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna,Koulberg,Belgium,Middle blocker,Thailand,04/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna,Koulberg,Belgium,Middle blocker,Italy,02/06/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Anna,Koulberg,Belgium,Middle blocker,Serbia,01/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diana,Duarte Alecrim,Brazil,Middle blocker,Serbia,19/06/2022,5,2,1,4,3,2,6,0,0,9,0,0,0,2,0,0,0,0,0
Diana,Duarte Alecrim,Brazil,Middle blocker,Italy,18/06/2022,5,1,2,3,2,3,0,2,2,10,1,0,0,2,0,0,0,0,0
Diana,Duarte Alecrim,Brazil,Middle blocker,Netherlands,17/06/2022,5,2,2,2,3,1,5,0,0,7,0,0,0,1,0,0,0,0,2
Diana,Duarte Alecrim,Brazil,Middle blocker,Türkiye,16/06/2022,9,4,0,5,2,0,0,3,1,13,0,0,0,1,1,1,0,0,3
Diana,Duarte Alecrim,Brazil,Middle blocker,United States,05/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diana,Duarte Alecrim,Brazil,Middle blocker,Dominican Republic,03/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diana,Duarte Alecrim,Brazil,Middle blocker,Poland,02/06/2022,8,6,1,2,2,2,2,0,1,8,0,0,0,4,0,0,0,0,1
Diana,Duarte Alecrim,Brazil,Middle blocker,Germany,31/05/2022,11,7,1,2,4,4,5,0,0,8,0,0,0,7,1,0,0,0,2
Julia,Gambatto Kudiess,Brazil,Middle blocker,Italy,17/07/2022,1,1,0,4,0,2,3,0,0,6,0,0,0,0,0,0,0,0,1
Julia,Gambatto Kudiess,Brazil,Middle blocker,Serbia,16/07/2022,6,3,1,2,3,3,2,0,1,6,1,0,1,1,0,0,0,0,2
Julia,Gambatto Kudiess,Brazil,Middle blocker,Japan,13/07/2022,5,1,1,4,3,3,5,1,2,11,0,0,0,2,0,2,0,0,1
Julia,Gambatto Kudiess,Brazil,Middle blocker,Thailand,02/07/2022,12,10,1,6,2,4,2,0,0,12,0,0,0,3,2,1,0,0,0
Julia,Gambatto Kudiess,Brazil,Middle blocker,Bulgaria,01/07/2022,11,8,1,0,3,2,1,0,1,9,0,0,0,3,0,0,0,0,2
Julia,Gambatto Kudiess,Brazil,Middle blocker,Korea,30/06/2022,10,7,0,3,2,4,4,1,0,8,0,0,0,5,0,0,2,0,0
Julia,Gambatto Kudiess,Brazil,Middle blocker,China,28/06/2022,6,5,2,3,1,6,5,0,1,7,0,0,0,3,0,1,1,0,1
Julia,Gambatto Kudiess,Brazil,Middle blocker,Serbia,19/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia,Gambatto Kudiess,Brazil,Middle blocker,Italy,18/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia,Gambatto Kudiess,Brazil,Middle blocker,Netherlands,17/06/2022,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1
Julia,Gambatto Kudiess,Brazil,Middle blocker,Türkiye,16/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ana Carolina,Da Silva,Brazil,Middle blocker,Italy,17/07/2022,8,6,0,2,1,6,4,1,1,10,0,0,0,0,1,1,0,0,1
Ana Carolina,Da Silva,Brazil,Middle blocker,Serbia,16/07/2022,13,7,2,2,6,10,10,0,1,17,0,0,0,2,1,1,0,0,3
Ana Carolina,Da Silva,Brazil,Middle blocker,Japan,13/07/2022,10,6,1,9,4,6,13,0,1,13,0,0,0,3,0,2,0,0,4
Ana Carolina,Da Silva,Brazil,Middle blocker,Thailand,02/07/2022,16,12,2,5,4,8,2,0,1,15,0,0,0,1,0,0,0,0,0
Ana Carolina,Da Silva,Brazil,Middle blocker,Bulgaria,01/07/2022,8,5,0,4,2,4,4,1,1,16,0,0,0,1,0,1,0,0,2
Ana Carolina,Da Silva,Brazil,Middle blocker,Korea,30/06/2022,6,1,0,3,2,1,0,3,0,12,0,0,0,0,0,0,1,0,0
Ana Carolina,Da Silva,Brazil,Middle blocker,China,28/06/2022,14,9,3,3,4,4,2,1,2,13,0,0,0,0,0,3,0,1,1
Ana Carolina,Da Silva,Brazil,Middle blocker,Serbia,19/06/2022,13,6,0,2,6,4,5,1,1,11,0,0,0,1,2,2,0,0,2
Ana Carolina,Da Silva,Brazil,Middle blocker,Italy,18/06/2022,9,6,3,2,2,6,4,1,1,11,1,0,1,2,0,0,0,0,1
Ana Carolina,Da Silva,Brazil,Middle blocker,Netherlands,17/06/2022,7,4,2,1,2,1,6,1,0,7,0,0,0,0,0,0,0,0,3
Ana Carolina,Da Silva,Brazil,Middle blocker,Türkiye,16/06/2022,14,8,1,3,6,5,4,0,1,11,0,0,0,0,1,1,0,1,2
