first_name,last_name,nationality,position,opponent,match_date,points_scored,attack_kills,attack_faults,attack_shots,block_kills,block_faults,block_rebounds,serve_aces,serve_errors,serve_attempts,rec_excellents,rec_faults,rec_attempts,dig_excellents,dig_faults,dig_attempts,set_excellents,set_faults,set_stills
Matias,Sanchez,Argentina,Setter,United States,10/07/2022,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,1
Matias,Sanchez,Argentina,Setter,France,09/07/2022,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1
Matias,Sanchez,Argentina,Setter,Australia,08/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matias,Sanchez,Argentina,Setter,Canada,05/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Matias,Sanchez,Argentina,Setter,Netherlands,25/06/2022,1,1,0,1,0,3,7,0,1,14,0,1,1,4,7,4,35,0,59
Matias,Sanchez,Argentina,Setter,China,24/06/2022,1,1,0,0,0,1,1,0,0,17,0,0,0,6,1,1,36,0,41
Matias,Sanchez,Argentina,Setter,Slovenia,23/06/2022,2,1,1,0,1,1,1,0,2,6,0,0,0,7,2,0,25,0,42
Matias,Sanchez,Argentina,Setter,Japan,21/06/2022,1,1,0,0,0,1,0,0,2,13,0,0,1,4,0,1,25,0,44
Matias,Sanchez,Argentina,Setter,Italy,12/06/2022,0,0,0,1,0,4,0,0,1,9,0,0,0,7,0,4,47,0,30
Matias,Sanchez,Argentina,Setter,Serbia,10/06/2022,1,0,1,0,1,0,0,0,0,4,0,0,0,3,0,0,27,0,19
Matias,Sanchez,Argentina,Setter,Germany,09/06/2022,0,0,0,2,0,1,0,0,0,10,0,0,1,6,0,2,23,0,44
Matias,Sanchez,Argentina,Setter,Poland,08/06/2022,2,1,0,0,0,0,0,1,1,8,0,0,0,4,3,3,31,0,31
Joaquin,Gallego,Argentina,Middle blocker,United States,10/07/2022,11,8,0,4,3,7,4,0,1,12,1,1,2,1,2,2,0,0,2
Joaquin,Gallego,Argentina,Middle blocker,France,09/07/2022,6,5,1,4,1,2,4,0,2,5,0,0,1,2,0,1,0,0,1
Joaquin,Gallego,Argentina,Middle blocker,Australia,08/07/2022,15,10,0,7,5,3,5,0,1,16,0,0,0,1,2,0,0,0,0
Joaquin,Gallego,Argentina,Middle blocker,Canada,05/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joaquin,Gallego,Argentina,Middle blocker,Netherlands,25/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joaquin,Gallego,Argentina,Middle blocker,China,24/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joaquin,Gallego,Argentina,Middle blocker,Slovenia,23/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joaquin,Gallego,Argentina,Middle blocker,Japan,21/06/2022,1,0,2,2,1,3,3,0,0,4,0,0,0,1,0,0,0,0,0
Joaquin,Gallego,Argentina,Middle blocker,Italy,12/06/2022,8,3,0,2,5,3,1,0,3,10,1,0,1,1,0,2,0,0,0
Joaquin,Gallego,Argentina,Middle blocker,Serbia,10/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joaquin,Gallego,Argentina,Middle blocker,Germany,09/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joaquin,Gallego,Argentina,Middle blocker,Poland,08/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agustin,Loser,Argentina,Middle blocker,United States,10/07/2022,11,9,3,7,2,7,3,0,3,16,0,0,1,4,1,3,0,0,0
Agustin,Loser,Argentina,Middle blocker,France,09/07/2022,12,10,0,3,1,6,5,1,5,10,1,0,1,1,1,0,0,0,4
Agustin,Loser,Argentina,Middle blocker,Australia,08/07/2022,7,5,2,1,2,2,2,0,2,4,0,0,0,2,0,0,0,0,0
Agustin,Loser,Argentina,Middle blocker,Canada,05/07/2022,12,11,2,6,1,4,1,0,4,14,1,0,1,0,0,1,0,1,0
Agustin,Loser,Argentina,Middle blocker,Netherlands,25/06/2022,16,10,1,4,6,7,6,0,4,10,1,0,5,1,1,0,0,0,1
Agustin,Loser,Argentina,Middle blocker,China,24/06/2022,13,12,1,5,1,8,3,0,4,13,1,0,0,2,0,1,0,0,2
Agustin,Loser,Argentina,Middle blocker,Slovenia,23/06/2022,12,6,2,7,5,5,4,1,4,9,2,0,0,3,0,1,0,0,1
Agustin,Loser,Argentina,Middle blocker,Japan,21/06/2022,11,8,1,3,3,7,10,0,3,11,1,0,2,3,2,2,0,0,1
Agustin,Loser,Argentina,Middle blocker,Italy,12/06/2022,16,12,2,7,2,7,9,2,6,14,1,0,3,4,0,4,0,0,2
Agustin,Loser,Argentina,Middle blocker,Serbia,10/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agustin,Loser,Argentina,Middle blocker,Germany,09/06/2022,13,8,2,3,2,14,5,3,2,18,0,0,0,1,0,1,0,0,1
Agustin,Loser,Argentina,Middle blocker,Poland,08/06/2022,6,4,1,5,1,3,5,1,3,9,0,0,0,0,0,0,0,0,0
Santiago,Danani,Argentina,Libero,United States,10/07/2022,0,0,0,0,0,0,0,0,0,0,11,1,9,12,4,2,0,0,6
Santiago,Danani,Argentina,Libero,France,09/07/2022,0,0,0,0,0,0,0,0,0,0,3,0,13,8,6,3,0,0,8
Santiago,Danani,Argentina,Libero,Australia,08/07/2022,0,0,0,0,0,0,0,0,0,0,13,0,2,10,1,1,0,0,6
Santiago,Danani,Argentina,Libero,Canada,05/07/2022,0,0,0,0,0,0,0,0,0,0,7,0,6,5,7,2,0,0,3
Santiago,Danani,Argentina,Libero,Netherlands,25/06/2022,0,0,0,0,0,0,0,0,0,0,8,2,6,12,7,0,0,0,3
Santiago,Danani,Argentina,Libero,China,24/06/2022,0,0,0,0,0,0,0,0,0,0,12,0,12,11,3,1,1,0,9
Santiago,Danani,Argentina,Libero,Slovenia,23/06/2022,0,0,0,0,0,0,0,0,0,0,7,1,8,12,10,1,1,1,7
Santiago,Danani,Argentina,Libero,Japan,21/06/2022,0,0,0,0,0,0,0,0,0,0,4,2,10,12,3,0,0,0,2
Santiago,Danani,Argentina,Libero,Italy,12/06/2022,0,0,0,0,0,0,0,0,0,0,6,1,13,11,5,6,0,0,5
Santiago,Danani,Argentina,Libero,Serbia,10/06/2022,0,0,0,0,0,0,0,0,0,0,3,0,19,6,1,4,0,0,4
Santiago,Danani,Argentina,Libero,Germany,09/06/2022,0,0,0,0,0,0,0,0,0,0,7,2,8,14,2,2,0,0,7
Santiago,Danani,Argentina,Libero,Poland,08/06/2022,0,0,0,0,0,0,0,0,0,0,6,1,10,4,3,2,0,0,9
Nicolás,Lazo,Argentina,Outside Hitter,United States,10/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolás,Lazo,Argentina,Outside Hitter,France,09/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolás,Lazo,Argentina,Outside Hitter,Australia,08/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolás,Lazo,Argentina,Outside Hitter,Canada,05/07/2022,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Nicolás,Lazo,Argentina,Outside Hitter,Netherlands,25/06/2022,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
Nicolás,Lazo,Argentina,Outside Hitter,China,24/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolás,Lazo,Argentina,Outside Hitter,Slovenia,23/06/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nicolás,Lazo,Argentina,Outside Hitter,Japan,21/06/2022,8,7,2,6,0,2,1,1,3,14,7,0,11,1,3,0,0,0,5
Nicolás,Lazo,Argentina,Outside Hitter,Italy,12/06/2022,3,3,0,4,0,0,2,0,1,5,0,0,4,2,1,2,0,0,2
Nicolás,Lazo,Argentina,Outside Hitter,Serbia,10/06/2022,1,1,0,0,0,0,0,0,0,2,1,3,3,0,0,0,0,0,1
Nicolás,Lazo,Argentina,Outside Hitter,Germany,09/06/2022,10,10,2,6,0,3,2,0,1,16,3,5,12,5,0,1,0,0,4
Nicolás,Lazo,Argentina,Outside Hitter,Poland,08/06/2022,10,9,3,13,0,0,4,1,1,7,1,0,13,7,3,0,0,0,1
Manuel,Armoa,Argentina,Outside Hitter,United States,10/07/2022,4,4,2,4,0,1,0,0,1,2,4,0,5,1,1,1,0,0,2
Manuel,Armoa,Argentina,Outside Hitter,France,09/07/2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Manuel,Armoa,Argentina,Outside Hitter,Australia,08/07/2022,2,2,3,4,0,0,0,0,0,3,3,0,5,1,0,1,0,0,0
Manuel,Armoa,Argentina,Outside Hitter,Canada,05/07/2022,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel,Armoa,Argentina,Outside Hitter,Netherlands,25/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel,Armoa,Argentina,Outside Hitter,China,24/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel,Armoa,Argentina,Outside Hitter,Slovenia,23/06/2022,3,2,3,3,1,0,1,0,0,4,1,1,4,2,1,0,0,0,0
Manuel,Armoa,Argentina,Outside Hitter,Japan,21/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel,Armoa,Argentina,Outside Hitter,Italy,12/06/2022,2,1,4,3,1,0,0,0,0,2,3,1,3,0,2,0,0,0,1
Manuel,Armoa,Argentina,Outside Hitter,Serbia,10/06/2022,13,8,5,8,3,3,1,2,2,9,5,0,15,1,1,2,1,0,3
Manuel,Armoa,Argentina,Outside Hitter,Germany,09/06/2022,3,1,3,5,2,1,1,0,1,2,1,0,4,0,1,1,0,0,0
Manuel,Armoa,Argentina,Outside Hitter,Poland,08/06/2022,3,3,0,2,0,3,0,0,0,4,2,1,7,1,3,0,0,0,0
Bruno,Lima,Argentina,Opposite spiker,United States,10/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno,Lima,Argentina,Opposite spiker,France,09/07/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bruno,Lima,Argentina,Opposite spiker,Australia,08/07/2022,19,16,5,3,0,6,3,3,3,10,0,0,0,6,5,1,1,0,0
Bruno,Lima,Argentina,Opposite spiker,Canada,05/07/2022,3,2,5,2,1,1,0,0,3,4,0,0,0,2,0,0,0,0,0
Bruno,Lima,Argentina,Opposite spiker,Netherlands,25/06/2022,21,19,3,9,1,7,2,1,6,12,0,1,0,6,2,1,0,0,0
Bruno,Lima,Argentina,Opposite spiker,China,24/06/2022,25,20,1,8,3,3,2,2,4,15,0,0,0,5,5,0,0,1,0
Bruno,Lima,Argentina,Opposite spiker,Slovenia,23/06/2022,12,11,5,13,0,2,2,1,5,7,2,0,3,6,0,1,0,0,0
Bruno,Lima,Argentina,Opposite spiker,Japan,21/06/2022,18,17,4,9,1,2,0,0,7,6,0,1,1,3,1,0,0,0,0
Bruno,Lima,Argentina,Opposite spiker,Italy,12/06/2022,18,17,6,11,1,7,4,0,5,9,0,2,2,2,1,6,0,0,2
Bruno,Lima,Argentina,Opposite spiker,Serbia,10/06/2022,15,11,7,12,2,2,2,2,4,6,1,0,0,3,4,1,0,0,1
Bruno,Lima,Argentina,Opposite spiker,Germany,09/06/2022,19,16,5,10,2,4,0,1,4,11,0,0,1,2,5,2,0,0,1
Bruno,Lima,Argentina,Opposite spiker,Poland,08/06/2022,8,7,3,12,1,3,5,0,5,8,0,0,1,2,2,0,0,0,1
Ezequiel,Palacios,Argentina,Outside Hitter,United States,10/07/2022,16,16,6,14,0,6,2,0,5,11,3,0,16,4,4,2,1,0,2
Ezequiel,Palacios,Argentina,Outside Hitter,France,09/07/2022,17,15,3,11,1,3,9,1,6,8,3,2,15,10,2,4,0,0,2
Ezequiel,Palacios,Argentina,Outside Hitter,Australia,08/07/2022,12,10,3,3,1,2,0,1,3,8,7,2,15,6,2,4,0,0,1
Ezequiel,Palacios,Argentina,Outside Hitter,Canada,05/07/2022,18,15,1,15,2,3,8,1,5,7,5,1,26,7,2,0,0,0,2
Ezequiel,Palacios,Argentina,Outside Hitter,Netherlands,25/06/2022,19,15,2,10,1,2,5,3,5,11,11,2,13,2,4,0,0,0,3
Ezequiel,Palacios,Argentina,Outside Hitter,China,24/06/2022,13,12,2,8,0,5,1,1,5,8,8,1,28,6,1,2,0,0,2
Ezequiel,Palacios,Argentina,Outside Hitter,Slovenia,23/06/2022,12,11,3,10,1,4,4,0,4,10,9,3,16,6,3,1,0,0,3
Ezequiel,Palacios,Argentina,Outside Hitter,Japan,21/06/2022,13,13,2,8,0,4,7,0,0,12,9,6,14,4,2,2,0,0,1
Ezequiel,Palacios,Argentina,Outside Hitter,Italy,12/06/2022,7,7,0,7,0,5,4,0,3,11,0,0,10,7,1,3,1,0,3
Ezequiel,Palacios,Argentina,Outside Hitter,Serbia,10/06/2022,2,2,2,2,0,2,2,0,2,1,3,1,9,1,0,3,0,0,0
Ezequiel,Palacios,Argentina,Outside Hitter,Germany,09/06/2022,14,10,1,13,2,3,1,2,0,10,5,2,15,1,1,2,0,0,2
Ezequiel,Palacios,Argentina,Outside Hitter,Poland,08/06/2022,5,4,2,7,1,2,0,0,1,4,0,1,12,2,3,1,0,0,3
Luciano,De Cecco,Argentina,Setter,United States,10/07/2022,3,0,1,2,2,5,5,1,3,19,0,0,0,3,0,2,55,1,53
Luciano,De Cecco,Argentina,Setter,France,09/07/2022,2,2,1,1,0,2,2,0,3,9,0,0,0,4,3,2,28,0,60
Luciano,De Cecco,Argentina,Setter,Australia,08/07/2022,3,0,0,1,0,3,2,3,1,12,0,0,1,3,5,3,46,0,42
Luciano,De Cecco,Argentina,Setter,Canada,05/07/2022,2,0,0,0,1,2,3,1,4,14,0,0,0,5,0,0,28,0,63
Luciano,Palonsky,Argentina,Outside Hitter,United States,10/07/2022,24,24,3,10,0,4,2,0,5,9,2,0,7,6,3,1,0,0,1
Luciano,Palonsky,Argentina,Outside Hitter,France,09/07/2022,14,12,2,11,1,1,1,1,3,10,0,0,1,10,2,0,0,0,1
Luciano,Palonsky,Argentina,Outside Hitter,Australia,08/07/2022,1,1,2,2,0,0,0,0,1,2,2,1,4,0,1,0,0,0,0
Luciano,Palonsky,Argentina,Outside Hitter,Canada,05/07/2022,13,13,2,11,0,2,2,0,1,12,3,1,7,6,1,2,0,0,2
Luciano,Palonsky,Argentina,Outside Hitter,Netherlands,25/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luciano,Palonsky,Argentina,Outside Hitter,China,24/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luciano,Palonsky,Argentina,Outside Hitter,Slovenia,23/06/2022,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Luciano,Palonsky,Argentina,Outside Hitter,Japan,21/06/2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Luciano,Palonsky,Argentina,Outside Hitter,Italy,12/06/2022,8,8,6,11,0,2,3,0,1,7,1,3,16,2,1,2,0,0,4
Luciano,Palonsky,Argentina,Outside Hitter,Serbia,10/06/2022,18,18,3,11,0,5,2,0,6,9,4,2,13,2,3,2,0,0,4
Luciano,Palonsky,Argentina,Outside Hitter,Germany,09/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luciano,Palonsky,Argentina,Outside Hitter,Poland,08/06/2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Luciano,Vicentin,Argentina,Outside Hitter,United States,10/07/2022,6,5,3,8,0,1,0,1,5,7,8,1,20,4,2,0,0,0,4
Luciano,Vicentin,Argentina,Outside Hitter,France,09/07/2022,17,15,5,11,0,4,5,2,6,12,6,1,21,8,1,2,0,1,5
Luciano,Vicentin,Argentina,Outside Hitter,Australia,08/07/2022,8,7,4,4,1,0,0,0,2,11,8,0,5,5,0,1,0,0,2
Luciano,Vicentin,Argentina,Outside Hitter,Canada,05/07/2022,2,2,1,4,0,0,1,0,1,7,4,1,7,5,1,0,0,0,2
Luciano,Vicentin,Argentina,Outside Hitter,Netherlands,25/06/2022,14,11,7,7,3,7,3,0,2,15,8,2,24,5,2,2,0,0,1
Luciano,Vicentin,Argentina,Outside Hitter,China,24/06/2022,11,10,6,5,1,3,2,0,5,10,3,1,8,4,4,1,0,0,2
Luciano,Vicentin,Argentina,Outside Hitter,Slovenia,23/06/2022,13,10,7,14,1,1,3,2,2,11,7,1,20,4,1,0,0,0,2
Luciano,Vicentin,Argentina,Outside Hitter,Japan,21/06/2022,3,3,0,2,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0
Luciano,Vicentin,Argentina,Outside Hitter,Italy,12/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luciano,Vicentin,Argentina,Outside Hitter,Serbia,10/06/2022,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Luciano,Vicentin,Argentina,Outside Hitter,Germany,09/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luciano,Vicentin,Argentina,Outside Hitter,Poland,08/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Ramos,Argentina,Middle blocker,United States,10/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Martin,Ramos,Argentina,Middle blocker,France,09/07/2022,3,3,0,1,0,1,0,0,0,9,0,0,0,1,0,1,0,0,1
Martin,Ramos,Argentina,Middle blocker,Australia,08/07/2022,7,3,0,4,3,1,3,1,1,7,0,0,0,0,1,0,1,0,1
Martin,Ramos,Argentina,Middle blocker,Canada,05/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Ramos,Argentina,Middle blocker,Netherlands,25/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Ramos,Argentina,Middle blocker,China,24/06/2022,5,4,2,1,1,5,7,0,3,6,0,0,0,0,1,2,0,0,0
Martin,Ramos,Argentina,Middle blocker,Slovenia,23/06/2022,1,1,0,1,0,0,2,0,0,6,0,0,0,0,1,0,0,0,0
Martin,Ramos,Argentina,Middle blocker,Japan,21/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Ramos,Argentina,Middle blocker,Italy,12/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Ramos,Argentina,Middle blocker,Serbia,10/06/2022,8,7,2,6,1,3,6,0,1,11,0,0,3,3,1,2,0,0,3
Martin,Ramos,Argentina,Middle blocker,Germany,09/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Ramos,Argentina,Middle blocker,Poland,08/06/2022,3,2,0,2,1,1,2,0,1,7,0,0,0,3,0,2,0,0,0
Franco,Massimino,Argentina,Libero,United States,10/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco,Massimino,Argentina,Libero,France,09/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Franco,Massimino,Argentina,Libero,Australia,08/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco,Massimino,Argentina,Libero,Canada,05/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco,Massimino,Argentina,Libero,Netherlands,25/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco,Massimino,Argentina,Libero,China,24/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco,Massimino,Argentina,Libero,Slovenia,23/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco,Massimino,Argentina,Libero,Japan,21/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco,Massimino,Argentina,Libero,Italy,12/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco,Massimino,Argentina,Libero,Serbia,10/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco,Massimino,Argentina,Libero,Germany,09/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco,Massimino,Argentina,Libero,Poland,08/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Zerba,Argentina,Middle blocker,United States,10/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Zerba,Argentina,Middle blocker,France,09/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Zerba,Argentina,Middle blocker,Australia,08/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Zerba,Argentina,Middle blocker,Canada,05/07/2022,10,6,1,5,2,9,8,2,1,14,0,0,0,1,0,2,0,0,1
Nicolas,Zerba,Argentina,Middle blocker,Netherlands,25/06/2022,6,6,1,3,0,3,6,0,0,19,0,0,0,2,1,1,1,0,0
Nicolas,Zerba,Argentina,Middle blocker,China,24/06/2022,1,1,1,2,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0
Nicolas,Zerba,Argentina,Middle blocker,Slovenia,23/06/2022,5,4,2,2,1,6,4,0,1,3,0,0,1,0,0,0,0,0,0
Nicolas,Zerba,Argentina,Middle blocker,Japan,21/06/2022,0,0,0,2,0,2,6,0,1,5,0,0,1,1,0,0,0,0,0
Nicolas,Zerba,Argentina,Middle blocker,Italy,12/06/2022,0,0,2,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0
Nicolas,Zerba,Argentina,Middle blocker,Serbia,10/06/2022,9,6,0,1,2,4,10,1,1,14,0,0,0,2,2,0,0,0,0
Nicolas,Zerba,Argentina,Middle blocker,Germany,09/06/2022,3,2,1,0,1,3,11,0,1,7,1,0,0,0,1,4,0,0,0
Nicolas,Zerba,Argentina,Middle blocker,Poland,08/06/2022,3,1,1,2,2,4,2,0,1,2,0,0,2,0,1,2,0,0,1
Matias,Giraudo,Argentina,Setter,Netherlands,25/06/2022,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
Matias,Giraudo,Argentina,Setter,China,24/06/2022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Matias,Giraudo,Argentina,Setter,Slovenia,23/06/2022,1,1,0,0,0,0,1,0,0,4,0,0,0,3,0,0,6,0,31
Matias,Giraudo,Argentina,Setter,Japan,21/06/2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,8
Matias,Giraudo,Argentina,Setter,Italy,12/06/2022,0,0,0,0,0,1,0,0,1,3,0,0,0,1,2,2,11,0,5
Matias,Giraudo,Argentina,Setter,Serbia,10/06/2022,6,2,0,0,1,1,1,3,3,7,0,0,0,5,1,2,29,0,17
Matias,Giraudo,Argentina,Setter,Germany,09/06/2022,1,0,0,1,1,0,0,0,3,0,0,0,0,1,2,1,3,0,9
Matias,Giraudo,Argentina,Setter,Poland,08/06/2022,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6
Beau,Graham,Australia,Middle blocker,France,10/07/2022,6,4,0,0,2,1,4,0,3,4,1,0,0,0,0,0,0,0,0
Beau,Graham,Australia,Middle blocker,Argentina,08/07/2022,9,7,1,4,2,4,4,0,1,12,0,0,0,1,0,2,0,0,1
Beau,Graham,Australia,Middle blocker,Germany,07/07/2022,7,4,2,0,1,2,4,2,3,11,1,0,3,2,4,1,0,0,2
Beau,Graham,Australia,Middle blocker,Japan,06/07/2022,5,4,1,4,1,3,2,0,3,11,1,0,0,0,1,0,0,0,2
Beau,Graham,Australia,Middle blocker,Serbia,26/06/2022,2,2,0,1,0,2,0,0,1,6,0,0,0,1,2,0,0,0,0
Beau,Graham,Australia,Middle blocker,Poland,25/06/2022,3,1,3,3,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0
Beau,Graham,Australia,Middle blocker,Bulgaria,24/06/2022,13,11,0,4,1,3,1,1,0,10,0,0,0,1,1,0,1,0,0
Beau,Graham,Australia,Middle blocker,Canada,21/06/2022,11,9,1,1,1,2,4,1,1,13,2,0,0,0,1,1,0,0,0
Beau,Graham,Australia,Middle blocker,Netherlands,12/06/2022,0,0,0,1,0,2,3,0,1,9,0,1,0,0,1,0,2,0,0
Beau,Graham,Australia,Middle blocker,Iran,12/06/2022,11,7,1,7,3,3,5,1,2,9,0,0,4,1,0,0,1,0,0
Beau,Graham,Australia,Middle blocker,Slovenia,11/06/2022,4,4,0,6,0,1,1,0,1,8,0,0,1,2,1,0,1,0,0
Beau,Graham,Australia,Middle blocker,Brazil,09/06/2022,3,3,1,3,0,2,4,0,2,3,2,1,1,0,0,0,0,0,0
Arshdeep,Dosanjh,Australia,Setter,France,10/07/2022,1,0,0,2,0,1,0,1,0,4,0,0,0,1,2,0,9,1,20
Arshdeep,Dosanjh,Australia,Setter,Argentina,08/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arshdeep,Dosanjh,Australia,Setter,Germany,07/07/2022,2,2,0,2,0,2,4,0,1,13,0,0,2,7,1,2,25,1,40
Arshdeep,Dosanjh,Australia,Setter,Japan,06/07/2022,3,2,0,3,1,2,3,0,1,10,0,1,0,3,2,0,21,1,45
Arshdeep,Dosanjh,Australia,Setter,Serbia,26/06/2022,2,1,1,1,1,6,1,0,2,5,0,0,0,1,0,0,14,0,45
Arshdeep,Dosanjh,Australia,Setter,Poland,25/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arshdeep,Dosanjh,Australia,Setter,Bulgaria,24/06/2022,7,2,1,1,3,2,2,2,2,20,0,0,0,1,4,1,19,2,91
Arshdeep,Dosanjh,Australia,Setter,Canada,21/06/2022,7,5,0,1,1,4,1,1,3,8,0,0,0,1,3,0,18,2,78
Arshdeep,Dosanjh,Australia,Setter,Netherlands,12/06/2022,1,1,1,0,0,1,1,0,0,8,0,0,0,3,0,1,12,1,15
Arshdeep,Dosanjh,Australia,Setter,Iran,12/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arshdeep,Dosanjh,Australia,Setter,Slovenia,11/06/2022,3,3,1,1,0,1,0,0,1,9,0,1,0,1,1,0,25,2,42
Arshdeep,Dosanjh,Australia,Setter,Brazil,09/06/2022,4,4,1,2,0,0,4,0,3,4,0,1,1,8,1,2,20,2,51
Lorenzo,Pope,Australia,Outside Hitter,France,10/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo,Pope,Australia,Outside Hitter,Argentina,08/07/2022,12,11,4,5,0,4,1,1,2,15,12,4,15,6,3,3,0,0,0
Lorenzo,Pope,Australia,Outside Hitter,Germany,07/07/2022,17,16,3,7,1,3,3,0,5,11,10,3,23,3,0,3,1,0,4
Lorenzo,Pope,Australia,Outside Hitter,Japan,06/07/2022,22,21,5,6,1,2,2,0,4,8,13,4,19,5,2,0,0,0,2
